title,author,price,in_stock,book_genre,book_url
Book Thief,Markus Zusak,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/book-thief/
From a Persian Kitchen,Atoosa Sepehr,725.00,Instock,Cookery,https://diwanegypt.com/product/from-a-persian-kitchen/
Frankenstein,Mary Shelley,95.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/frankenstein-3/
Foundation,Isaac Asimov,175.00,Instock,Literature & Fiction,https://diwanegypt.com/product/foundation/
Four Tendencies,Gretchen Rubin,340.00,Instock,Psychology,https://diwanegypt.com/product/four-tendencies-2/
Forty Rules of Love,Elif Shafak,380.00,Instock,Literature & Fiction,https://diwanegypt.com/product/forty-rules-of-love-2/
Fool Me Once,Harlan Coben,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/fool-me-once/
Fix,David Baldacci,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/fix/
"First, We Make The Beast Beaut",Sarah Wilson,480.00,Instock,Biography & Memoirs,https://diwanegypt.com/product/first-we-make-the-beast-beaut/
"First, Break All The Rules",Agatha Christie,645.00,Instock,Business,https://diwanegypt.com/product/first-break-all-the-rules/
Ethiopia,Mary Anne Fitzgerald & Philip,"1,500.00",Instock,Egypt Essential,https://diwanegypt.com/product/ethiopia/
First 20 Hours,Josh Kaufman,315.00,Out of stock,Business,https://diwanegypt.com/product/first-20-hours/
Essential Managers Presenting,Kiera Cass,175.00,Out of stock,Business,https://diwanegypt.com/product/essential-managers-presenting/
Entrepreneurship and Innovatio,Nagla Rizk & Hassan Azzazy,300.00,Instock,Economics,https://diwanegypt.com/product/entrepreneurship-and-innovatio/
Ellie and the Harpmaker,Hazel Prior,370.00,Instock,Literature & Fiction,https://diwanegypt.com/product/ellie-and-the-harpmaker/
EndGames,Ru Xu,280.00,Instock,Graphic Novels,https://diwanegypt.com/product/endgames/
"Egypt and Nubia, The Holy Land",David R. A. Roberts,"1,500.00",Instock,Egypt Essential,https://diwanegypt.com/product/egypt-and-nubia-the-holy-land/
Egypt’s Culture Wars,Samia Mehrez,200.00,Instock,Egypt Essential,https://diwanegypt.com/product/egypts-culture-wars/
How to Be a Good Creature,Sy Montgomery,425.00,Instock,Biography & Memoirs,https://diwanegypt.com/product/how-to-be-a-good-creature/
Hope and Help for Your Nerves,Claire Weekes,175.00,Out of stock,Psychology,https://diwanegypt.com/product/hope-and-help-for-your-nerves/
Hit Refresh Intl,Satya Nadella & Greg Shaw,290.00,Instock,Business,https://diwanegypt.com/product/hit-refresh-intl/
Hong Kong,Emily Matchar & Piera Chen,375.00,Instock,Travel,https://diwanegypt.com/product/hong-kong/
History Of God,Karen Armstrong,380.00,Out of stock,General Religions,https://diwanegypt.com/product/history-of-god/
"Hey, Kiddo",Jarrett J. Krosoczka,320.00,Instock,Graphic Novels,https://diwanegypt.com/product/hey-kiddo/
History for Edexcel A Level,Nick Shepley & Vivienne Sander,755.00,Instock,History,https://diwanegypt.com/product/history-for-edexcel-a-level/
Help Your Kids with Growing Up,Robert Winston,425.00,Out of stock,Family,https://diwanegypt.com/product/help-your-kids-with-growing-up/
Hero,Rhonda Byrne,425.00,Out of stock,Wellbeing,https://diwanegypt.com/product/hero/
Hegemony or Survival,Noam Chomsky,285.00,Out of stock,History,https://diwanegypt.com/product/hegemony-or-survival/
Healthiest Diet on the Planet,Dr. John McDougall,590.00,Out of stock,Health,https://diwanegypt.com/product/healthiest-diet-on-the-planet/
Heart of the Soul,Gary Zukav,380.00,Instock,Psychology,https://diwanegypt.com/product/heart-of-the-soul/
Greatest Salesman in the World,Og Mandino,175.00,Instock,Business,https://diwanegypt.com/product/greatest-salesman-in-the-world/
Great Maps,Jerry Brotton,690.00,Out of stock,General Reference,https://diwanegypt.com/product/great-maps/
Great Game of Business,Jack Stack & Bo Burlingham,315.00,Out of stock,Business,https://diwanegypt.com/product/great-game-of-business/
Golden Lion,Mike Maihack,280.00,Out of stock,Graphic Novels,https://diwanegypt.com/product/golden-lion/
Going Cowboy Crazy,Katie Lane,133.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/going-cowboy-crazy/
Go Giver,Bob Burg & John David Mann,285.00,Out of stock,Business,https://diwanegypt.com/product/go-giver/
Gmorning Gnight,Lin-Manuel Miranda,425.00,Instock,Wellbeing,https://diwanegypt.com/product/gmorning-gnight/
Last Song,Nicholas Sparks,195.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/last-song/
Large Landowning Class and the,Raouf Abbas & Asim El-Dessouky,200.00,Instock,Egypt Essential,https://diwanegypt.com/product/large-landowning-class-and-the/
Kotler on Marketing,Philip Kotler,425.00,Out of stock,Business,https://diwanegypt.com/product/kotler-on-marketing/
Katherine Mansfield Short Stor,Katherine Mansfield,95.00,Instock,Literature & Fiction,https://diwanegypt.com/product/katherine-mansfield-short-stor/
Judges and Political Reform in,Nathalie Bernard-Maugiron,200.00,Instock,History,https://diwanegypt.com/product/judges-and-political-reform-in/
Islamic Art,Sheila R. Canby,370.00,Instock,Art,https://diwanegypt.com/product/islamic-art/
Ishmael,Daniel Quinn,380.00,Instock,Literature & Fiction,https://diwanegypt.com/product/ishmael/
Invention of Solitude,Paul Auster,285.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/invention-of-solitude/
Introducing Leadership,Alison Price & David Price,230.00,Out of stock,Business,https://diwanegypt.com/product/introducing-leadership/
Interrupted Entrepreneurship,Ramez a Baassiri,495.00,Instock,Business,https://diwanegypt.com/product/interrupted-entrepreneurship/
Innovator’s Method,Nathan Furr & Jeff Dyer,730.00,Out of stock,Business,https://diwanegypt.com/product/innovators-method/
Immortally Yours,Lynsay Sands,175.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/immortally-yours/
Idiot Brain,Dean Burnett,360.00,Out of stock,Science & Technology,https://diwanegypt.com/product/idiot-brain/
Idea in You,Martin Amor,315.00,Instock,Business,https://diwanegypt.com/product/idea-in-you/
Hungry,Eve Turow Paul,525.00,Out of stock,Society & Culture,https://diwanegypt.com/product/hungry/
Huntress,Kate Quinn,360.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/huntress/
Hundred-Year-Old Man Who Climb,Jonas Jonasson,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/hundred-year-old-man-who-climb/
How to Write a Brilliant Cv,Jim Bright,320.00,Instock,Business,https://diwanegypt.com/product/how-to-write-a-brilliant-cv/
Misbehaving,Richard H Thaler,315.00,Instock,Economics,https://diwanegypt.com/product/misbehaving/
Modern Art,Amy Dempsey,315.00,Instock,Art,https://diwanegypt.com/product/modern-art/
Mirror Crack’d From Side to Si,Agatha Christie,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/mirror-crackd-from-side-to-si/
Million Little Pieces,James Frey,315.00,Instock,Biography & Memoirs,https://diwanegypt.com/product/million-little-pieces/
Mind = Blown,Matthew Santoro,320.00,Instock,General Reference,https://diwanegypt.com/product/mind-blown/
MILA 2.0 Renegade,Debra Driza,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/mila-2-0-renegade/
Midsummer Night’s Dream,William Shakespeare,135.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/midsummer-nights-dream/
Metro Graphic Novel,Magdy Al-Shafee,525.00,Instock,Graphic Novels,https://diwanegypt.com/product/metro-graphic-novel/
May Cause Miracles,Gabrielle Bernstein,320.00,Out of stock,Wellbeing,https://diwanegypt.com/product/may-cause-miracles/
Mastering the VC Game,Jeffrey Bussgang,380.00,Instock,Business,https://diwanegypt.com/product/mastering-the-vc-game/
Maryam’s Maze,N/A,100.00,Instock,Literature & Fiction,https://diwanegypt.com/product/maryams-maze/
Make a Difference with Your Ma,Jonathan Gabay,315.00,Instock,Business,https://diwanegypt.com/product/make-a-difference-with-your-ma/
Managing Difficult People in a,David Cotton,260.00,Out of stock,Business,https://diwanegypt.com/product/managing-difficult-people-in-a/
Lost Heir,Tui T. Sutherland,280.00,Out of stock,Graphic Novels,https://diwanegypt.com/product/lost-heir/
Lost Girls of Paris,Pam Jenoff,360.00,Instock,Literature & Fiction,https://diwanegypt.com/product/lost-girls-of-paris/
London Style Guide,Saska Graville,480.00,Instock,Travel,https://diwanegypt.com/product/london-style-guide/
Little Robot,Ben Hatke,190.00,Instock,Graphic Novels,https://diwanegypt.com/product/little-robot/
Little Deaths,Emma Flint,225.00,Instock,Literature & Fiction,https://diwanegypt.com/product/little-deaths/
Astronomy Book,N/A,535.00,Instock,Science & Technology,https://diwanegypt.com/product/astronomy-book/
Art of Communicating,Thich Nhat Hanh,340.00,Out of stock,General Religions,https://diwanegypt.com/product/art-of-communicating/
Art of Business,Greg Clydesdale,370.00,Instock,Business,https://diwanegypt.com/product/art-of-business/
Aristocrats and Archaeologists,Toby Wilkinson & Julian Platt,600.00,Instock,Egypt Essential,https://diwanegypt.com/product/aristocrats-and-archaeologists/
Any Dream Will Do,Debbie Macomber,195.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/any-dream-will-do/
Adaptable Autocrats,Joshua Stacher,200.00,Instock,History,https://diwanegypt.com/product/adaptable-autocrats/
Account of the Manners and Cus,Edward William Lane,300.00,Instock,History,https://diwanegypt.com/product/account-of-the-manners-and-cus/
Absent in the Spring,Agatha Christie & Mary Westmac,195.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/absent-in-the-spring/
A Brief History of Everything,Ken Wilber,425.00,Out of stock,Philosophy,https://diwanegypt.com/product/a-brief-history-of-everything/
80/20 Manager,Richard Koch,285.00,Out of stock,Business,https://diwanegypt.com/product/80-20-manager/
50 Maths Ideas You Really Need,Tony Crilly,370.00,Out of stock,Science & Technology,https://diwanegypt.com/product/50-maths-ideas-you-really-need/
50 Ethics Ideas You Really Nee,Ben Dupre,370.00,Out of stock,Philosophy,https://diwanegypt.com/product/50-ethics-ideas-you-really-nee/
5 Ingredients,Jamie Oliver,755.00,Instock,Cookery,https://diwanegypt.com/product/5-ingredients/
Oxford Mini Thesaurus,N/A,150.00,Out of stock,Study Guides,https://diwanegypt.com/product/oxford-mini-thesaurus/
Papa Sartre,Ali Bader & Aida Bamia,100.00,Instock,Literature & Fiction,https://diwanegypt.com/product/papa-sartre/
Overthrow,Stephen Kinzer,525.00,Instock,History,https://diwanegypt.com/product/overthrow/
Our Final Invention,James Barrat,380.00,Out of stock,Science & Technology,https://diwanegypt.com/product/our-final-invention/
Ottoman Egypt and the Emergenc,Nelly Hanna,300.00,Instock,Egypt Essential,https://diwanegypt.com/product/ottoman-egypt-and-the-emergenc/
Ottolenghi Simple,Yotam Ottolenghi,730.00,Instock,Cookery,https://diwanegypt.com/product/ottolenghi-simple/
Preserving Egypt’s Cultural He,Randi Danforth,450.00,Instock,Egypt Essential,https://diwanegypt.com/product/preserving-egypts-cultural-he/
Power of Social Intelligence,Tony Buzan,285.00,Instock,Wellbeing,https://diwanegypt.com/product/power-of-social-intelligence/
Philosophy in Minutes,Marcus Weeks,315.00,Instock,Philosophy,https://diwanegypt.com/product/philosophy-in-minutes/
Phantom,Jo Nesbo,175.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/phantom/
Personality Brokers,Merve Emre,360.00,Instock,Psychology,https://diwanegypt.com/product/personality-brokers/
Peacock Emporium,Jojo Moyes,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/peacock-emporium/
Parisian Field Guide to Men’s,Ines De la Fressange & Sophie,630.00,Instock,Art,https://diwanegypt.com/product/parisian-field-guide-to-mens/
Pavlov’s Dog,Adam Hart-Davies,370.00,Instock,Psychology,https://diwanegypt.com/product/pavlovs-dog/
Blackest Night Green Lantern,Geoff Johns,525.00,Instock,Graphic Novels,https://diwanegypt.com/product/blackest-night-green-lantern/
Jessica’s Guide to Dating on t,Beth Fantaskey,54.00,Instock,Young Adults,https://diwanegypt.com/product/jessicas-guide-to-dating-on-t/
Black Leopard Red Wolf,Marlon James,395.00,Instock,Literature & Fiction,https://diwanegypt.com/product/black-leopard-red-wolf/
Bird & Squirrel On Ice,James Burks,195.00,Instock,Graphic Novels,https://diwanegypt.com/product/bird-squirrel-on-ice/
BKS Iyengar Yoga The Path to H,B.K.S. Iyengar,690.00,Out of stock,Health,https://diwanegypt.com/product/bks-iyengar-yoga-the-path-to-h/
Bird & Squirrel On Fire,James Burks,220.00,Instock,Graphic Novels,https://diwanegypt.com/product/bird-squirrel-on-fire/
Biology of Belief,Bruce H. Lipton,425.00,Out of stock,New Age,https://diwanegypt.com/product/biology-of-belief/
Big Girl,Danielle Steel,175.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/big-girl/
Better Angels of Our Nature,Steven Pinker,425.00,Out of stock,Psychology,https://diwanegypt.com/product/better-angels-of-our-nature/
Behind Closed Doors,B A Paris,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/behind-closed-doors/
Story of Philosophy,Bryan Magee,480.00,Instock,Philosophy,https://diwanegypt.com/product/story-of-philosophy-2/
Batman Vol. 3 Death of the Fam,Scott Snyder,360.00,Instock,Graphic Novels,https://diwanegypt.com/product/batman-vol-3-death-of-the-fam/
Station Eleven,Emily St. John Mandel,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/station-eleven/
Stars,N/A,560.00,Out of stock,New Age,https://diwanegypt.com/product/stars/
Sous Vide At Home,Lisa Q. Fetterman,730.00,Out of stock,Cookery,https://diwanegypt.com/product/sous-vide-at-home/
Skulduggery Pleasant 5 Mortal,Derek Landy,220.00,Out of stock,Young Adults,https://diwanegypt.com/product/skulduggery-pleasant-5-mortal/
Sometimes I Lie,Alice Feeney,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/sometimes-i-lie/
Sisters,Claire Douglas,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/sisters-2/
Sidney Sheldon’s Angel of the,Sidney Sheldon & Tilly Bagshaw,175.00,Instock,Literature & Fiction,https://diwanegypt.com/product/sidney-sheldons-angel-of-the/
Skellig,David Almond,220.00,Instock,Young Adults,https://diwanegypt.com/product/skellig/
SHP History Year 9 Pupil’s Boo,Dale Banham & Ian Luff,755.00,Instock,History,https://diwanegypt.com/product/shp-history-year-9-pupils-boo/
Sheltering Rain,Jojo Moyes,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/sheltering-rain/
Shakespeare Book,N/A,535.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/shakespeare-book/
Shahaama,Nayra Atiya,200.00,Instock,Literature & Fiction,https://diwanegypt.com/product/shahaama/
Seven,Sophie Cleverly,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/seven/
Secrets of Santorini,Patricia Wilson,230.00,Instock,Literature & Fiction,https://diwanegypt.com/product/secrets-of-santorini/
Secrets of Influential People,Steven Pearce,370.00,Instock,Business,https://diwanegypt.com/product/secrets-of-influential-people/
Secret Life of Bees,Sue Monk Kidd,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/secret-life-of-bees/
"All-Star Batman & Robin, The B",Frank Miller,425.00,Out of stock,Graphic Novels,https://diwanegypt.com/product/all-star-batman-robin-the-b/
Seashells of the Egyptian Red,Mary Lyn Rusmore-Villaume,250.00,Instock,Egypt Essential,https://diwanegypt.com/product/seashells-of-the-egyptian-red/
All the Rules,Ellen Fein & Sherrie Schneider,220.00,Instock,Wellbeing,https://diwanegypt.com/product/all-the-rules/
Alloy of Law,Brandon Sanderson,285.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/alloy-of-law/
All I Ever Wanted,Lucy Dillon,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/all-i-ever-wanted/
Affirmations Wordsearch Book,Eric Saunders,230.00,Out of stock,Wellbeing,https://diwanegypt.com/product/affirmations-wordsearch-book/
Actor’s Art and Craft,William Esper & Damon DiMarco,360.00,Instock,Books,https://diwanegypt.com/product/actors-art-and-craft/
50 Science Ideas You Really Ne,Gail Dixon & Paul Parsons,370.00,Out of stock,Science & Technology,https://diwanegypt.com/product/50-science-ideas-you-really-ne/
100 Things Successful People D,Nigel Cumberland,285.00,Out of stock,Business,https://diwanegypt.com/product/100-things-successful-people-d/
Zayni Barakat,Gamal Al-Ghitani,100.00,Instock,Literature & Fiction,https://diwanegypt.com/product/zayni-barakat/
